window_start,total_return,cagr,volatility,sharpe,max_drawdown,total_trades,hit_rate,avg_holding_period,hmm_accuracy,ml_accuracy,cum_pnl,rolling_max,drawdown,cum_volatility,cum_sharpe
2011-01-03,-0.016960380051185275,-0.0661350254287465,0.1245733237175094,-0.49711227463244995,0.0,23,0.46875,3.2,1.0,1.0,0.9830396199488147,0.9830396199488147,0.0,,0.11031610301792194
2011-04-04,0.023230595392655484,0.0962107827226164,0.17133508629453628,0.6289526401380356,0.0,19,0.5641025641025641,4.875,1.0,1.0,1.0058762156147956,1.0058762156147956,0.0,0.028419311278841813,0.11031610301792194
2011-07-05,-0.12584942333435645,-0.4160912361283241,0.37077082728679417,-1.2887972664093446,-0.12584942333435645,19,0.4864864864864865,3.7,1.0,1.0,0.8792872739339288,1.0058762156147956,-0.12584942333435645,0.07713299146916963,-0.5167663698556387
2011-10-03,-0.015531649097602296,-0.06069413238611032,0.23597281224187766,-0.15418640125675429,-0.13942642334959376,22,0.41379310344827586,2.9,1.0,0.9841269841269841,0.8656304925391998,1.0058762156147956,-0.13942642334959376,0.06414277980964919,-0.5266019709912986
2012-01-03,0.02092023321627634,0.08634368483051902,0.11942798835805638,0.7637169925151156,-0.13942642334959376,20,0.6285714285714286,3.888888888888889,1.0,1.0,0.88373968432224,1.0058762156147956,-0.12142302342630218,0.060696748209286416,-0.3762660348145022
2012-04-03,-0.021193643350030156,-0.08211742677436162,0.16348598468900122,-0.4523599628768731,-0.14004327052335297,16,0.4411764705882353,4.25,1.0,1.0,0.8650100206384462,1.0058762156147956,-0.14004327052335297,0.05429297297445256,-0.4155978812947153
2012-07-03,-0.005670657993107064,-0.022490422156874468,0.1258354538650735,-0.12174946619301152,-0.144919791025086,18,0.47058823529411764,4.25,1.0,1.0,0.8601048446507951,1.0058762156147956,-0.144919791025086,0.049972078169848846,-0.40323925560967794
2012-10-02,0.04693704963635992,0.2013851974532821,0.11196237811012873,1.7206421433025874,-0.144919791025086,21,0.5714285714285714,3.888888888888889,1.0,0.9841269841269841,0.9004756284366431,1.0058762156147956,-0.10478484881336136,0.051990964029458,-0.22628421432920165
2013-01-04,0.023316407075188783,0.09657855720484276,0.1146122710071735,0.874221563576958,-0.144919791025086,23,0.6129032258064516,2.8181818181818183,1.0,0.9841269841269841,0.9214714847505583,1.0058762156147956,-0.0839116479284171,0.050019203727339354,-0.1572761908978177
2013-04-08,0.004943064737818803,0.019919345995484283,0.11630437178181827,0.22964749965748987,-0.144919791025086,20,0.5416666666666666,2.6666666666666665,1.0,1.0,0.9260263779537343,1.0058762156147956,-0.07938336389856548,0.047332218286376945,-0.1391407505338433
2013-07-08,0.011321074982135304,0.046059120728799474,0.1264363265916654,0.42421177291094936,-0.144919791025086,19,0.5135135135135135,4.625,1.0,1.0,0.9365099920139838,1.0058762156147956,-0.06896099393145994,0.045226714358152856,-0.10962412483182653
2013-10-04,-0.016515461548697874,-0.06444322803574642,0.12133464598177925,-0.49842044588462975,-0.144919791025086,19,0.43243243243243246,4.625,1.0,0.9841269841269841,0.9210430972509055,1.0058762156147956,-0.08433753283652279,0.04325085588600709,-0.13690054774448235
2014-01-06,-0.012659336331559579,-0.049683881945235875,0.18980411103281544,-0.17911723873196914,-0.144919791025086,11,0.5365853658536586,8.2,1.0,1.0,0.9093833029069449,1.0058762156147956,-0.09592921197453086,0.041451692300511225,-0.15534695935325332
2014-04-07,0.03299733428309404,0.13866718025619806,0.1472134347861332,0.9685798957973839,-0.144919791025086,13,0.42857142857142855,7.0,0.9206349206349206,0.7619047619047619,0.9393905277444295,1.0058762156147956,-0.06609728596647424,0.041196601257885,-0.08793165114614061
2014-07-08,0.00011574895902399795,0.0004630762292283652,0.11613981502698238,0.061158439728583945,-0.144919791025086,9,0.45714285714285713,7.0,1.0,0.9682539682539683,0.9394992612201329,1.0058762156147956,-0.06598918769949513,0.039709770465328066,-0.08494810023000217
2014-10-06,-0.008178405364655417,-0.03231448719255792,0.1272997873268447,-0.19968104704322687,-0.144919791025086,21,0.5,2.1818181818181817,1.0,1.0,0.9318156554220804,1.0058762156147956,-0.07362790673745978,0.03838208647505763,-0.09571106958130979
2015-01-06,0.03209365968471434,0.13468794385876293,0.1066158729281292,1.2568286512191629,-0.144919791025086,20,0.5666666666666667,3.3333333333333335,1.0,1.0,0.9617210299560858,1.0058762156147956,-0.043897236034875275,0.038162327550352385,-0.04113047484069637
2015-04-08,0.043158645770085435,0.1841356258785456,0.07656114133465654,2.2815268078867743,-0.144919791025086,25,0.6129032258064516,2.5833333333333335,1.0,1.0,1.0032276072176023,1.0058762156147956,-0.0026331355251048016,0.03849467913630468,0.02377652795976613
2015-07-08,0.030793778794615978,0.12898235688624915,0.20873199906839293,0.6936208479076731,-0.144919791025086,14,0.5151515151515151,4.714285714285714,1.0,1.0,1.034120776234913,1.034120776234913,0.0,0.03803289893670454,0.06541239265322449
2015-10-06,0.05454880852747235,0.23670677895307923,0.11607819934433328,1.9173507170227355,-0.144919791025086,21,0.5172413793103449,2.9,1.0,1.0,1.0905308324520322,1.0905308324520322,0.0,0.03880576065410699,0.13118856874858198
2016-01-06,0.10403106208844481,0.4856796341252465,0.2232742873268458,1.9151279450467233,-0.144919791025086,18,0.7037037037037037,3.0,1.0,0.9841269841269841,1.2039799131922129,1.2039799131922129,0.0,0.043551615803581065,0.225073390098417
2016-04-07,-0.002904058114525321,-0.011565729031899452,0.12994052376086565,-0.02700930222185064,-0.144919791025086,21,0.4594594594594595,4.111111111111111,1.0,1.0,1.2004834855555815,1.2039799131922129,-0.002904058114525321,0.042588271272973065,0.21660300732840573
2016-07-07,0.008206464281901527,0.03323214869117086,0.08720707856588288,0.42368588184040185,-0.144919791025086,18,0.43333333333333335,3.75,1.0,1.0,1.210335210400806,1.210335210400806,0.0,0.041609641402816776,0.22063334688514696
2016-10-05,0.08991591625938433,0.41114609686704484,0.11035923966708723,3.2274934679608966,-0.144919791025086,20,0.6875,3.5555555555555554,1.0,1.0,1.3191636098249893,1.3191636098249893,0.0,0.043905327539033034,0.285715923118703
2017-01-05,0.003055905273702697,0.012279766675253434,0.0688631577026148,0.21401368474899946,-0.144919791025086,17,0.5714285714285714,4.375,1.0,0.9841269841269841,1.3231948488571301,1.3231948488571301,0.0,0.043022775116085946,0.2827551062957304
2017-04-06,-0.030529427249031182,-0.11663838403101456,0.1327347010468032,-0.8844002772316985,-0.144919791025086,19,0.42857142857142855,4.2,1.0,0.9682539682539683,1.2827984679826536,1.3231948488571301,-0.030529427249031182,0.042977072365931415,0.24484728490236823
2017-07-07,0.06605510932280234,0.291572007367878,0.09197837099293481,2.8731723033937495,-0.144919791025086,17,0.5675675675675675,5.285714285714286,1.0,0.9682539682539683,1.3675338610243712,1.3675338610243712,0.0,0.043476491359641156,0.28934190786883973
2017-10-05,0.05120091020669837,0.221076612044246,0.07510941118595155,2.7398767729495233,-0.144919791025086,28,0.6333333333333333,2.727272727272727,1.0,1.0,1.4375528394472996,1.4375528394472996,0.0,0.0432835928034025,0.3224987483238847
2018-01-05,-0.054492293606833386,-0.20079113651588065,0.1746825379059367,-1.216732393336812,-0.144919791025086,17,0.5,4.25,1.0,0.9682539682539683,1.3592172880448004,1.4375528394472996,-0.054492293606833386,0.04436362297791929,0.26144209110569994
2018-04-09,-0.0036696928994321976,-0.014598169214341872,0.14869760523288195,-0.02756499147058067,-0.144919791025086,15,0.4358974358974359,6.5,1.0,1.0,1.3542293780140768,1.4375528394472996,-0.057962016523342874,0.04368106071492975,0.253876114809066
2018-07-09,-0.030465314078566563,-0.11640468644881352,0.12890503804499728,-0.9116260749885899,-0.144919791025086,23,0.5142857142857142,3.5,1.0,1.0,1.3129723546784562,1.4375528394472996,-0.08666149956389868,0.04359056565618833,0.22365155049352956
2018-10-05,0.14886875748242234,0.7421344839826514,0.27565695640838805,2.182238704982718,-0.144919791025086,21,0.6,3.3333333333333335,1.0,0.9841269841269841,1.5084329177282083,1.5084329177282083,0.0,0.04943342898935693,0.28516304160056266
2019-01-08,0.11524565380008966,0.5469709479689338,0.12196768302256013,3.697626484286227,-0.144919791025086,21,0.6,3.5,1.0,0.9841269841269841,1.6822732555453725,1.6822732555453725,0.0,0.051742958553848084,0.3316723798629772
2019-04-09,-0.054963316485151625,-0.20238251202615332,0.17785687637089767,-1.2032330821422457,-0.144919791025086,17,0.47619047619047616,6.0,1.0,1.0,1.589809938186326,1.6822732555453725,-0.054963316485151514,0.05243284282434052,0.2868504753916664
2019-07-10,-0.04235538541375505,-0.15895838988682132,0.18272915499846717,-0.8716385903995802,-0.144919791025086,17,0.5641025641025641,4.333333333333333,1.0,1.0,1.5224729255198262,1.6822732555453725,-0.09499070944555976,0.0525591688011725,0.2549604001706329
2019-10-08,0.0018709049157084046,0.0075046475811104685,0.07086596195863819,0.14202085059883382,-0.144919791025086,24,0.5862068965517241,2.9,1.0,1.0,1.5253213276002142,1.6822732555453725,-0.09329752311509965,0.05183851045650319,0.2523266945458437
2020-01-08,-0.06923229054921742,-0.24947487991648876,0.533600448661046,-0.28012471621546287,-0.15607061243649023,11,0.43243243243243246,7.4,1.0,1.0,1.419719838266878,1.6822732555453725,-0.15607061243649023,0.05287441249121202,0.20530870215963648
2020-04-08,0.0830613625536154,0.3759804132028044,0.19074087965098732,1.7942712751446237,-0.15607061243649023,23,0.5,3.272727272727273,1.0,0.9841269841269841,1.5376437024777234,1.6822732555453725,-0.08597268760642696,0.05345414790545946,0.23862936286696712
2020-07-09,-0.10084802982090946,-0.34636936206152213,0.2439014818008059,-1.6497594710215284,-0.17815054126381968,19,0.46153846153846156,6.5,1.0,1.0,1.3825753645163164,1.6822732555453725,-0.17815054126381968,0.05579490052016376,0.17641060860532676
2020-10-07,0.10035645904605639,0.4659987106382626,0.16601078472975714,2.423831451862945,-0.17815054126381968,14,0.5806451612903226,4.428571428571429,1.0,0.9682539682539683,1.5213257324634846,1.6822732555453725,-0.0956726397161386,0.05690401214843244,0.2127381368727398
2021-01-07,-0.02860286316747307,-0.10959564338539862,0.253716232675641,-0.33996791952284805,-0.17815054126381968,19,0.43902439024390244,4.555555555555555,1.0,1.0,1.4778114607046757,1.6822732555453725,-0.12153899146094005,0.056546742074727895,0.19652348599179323
2021-04-09,-0.07754531973738277,-0.27593066560541823,0.16684535577595092,-1.8829458873767397,-0.18965953124492518,23,0.36538461538461536,7.428571428571429,1.0,1.0,1.363214098472763,1.6822732555453725,-0.18965953124492518,0.0575038637598589,0.15654350084638333
2021-07-09,-0.0725400297709774,-0.2600869331085012,0.14189738360020648,-2.0852438616537854,-0.2484416529730461,17,0.5609756097560976,4.555555555555555,1.0,0.9682539682539683,1.2643265071853327,1.6822732555453725,-0.2484416529730461,0.05816006600234749,0.12217202808182301
2021-10-07,-0.02723955087411878,-0.1045865403903754,0.22121642323057852,-0.39798069890199494,-0.26891376480175533,21,0.55,5.0,1.0,1.0,1.229886820971361,1.6822732555453725,-0.26891376480175533,0.05771253817793983,0.10959426363125911
2022-01-06,0.01142597675701551,0.046493208520898444,0.3378429544885272,0.3029036248133949,-0.26891376480175533,22,0.45454545454545453,4.0,1.0,1.0,1.2439394792015395,1.6822732555453725,-0.2605603904710062,0.05705801190987605,0.11283812328731835
2022-04-07,-0.10033473047875674,-0.34487552967482105,0.3898799918299238,-0.9071371751769789,-0.334751864398415,8,0.5588235294117647,8.5,1.0,1.0,1.119129146823968,1.6822732555453725,-0.334751864398415,0.058575645924696086,0.07028801250528091
2022-07-11,-0.060371449901877594,-0.2204843900854715,0.24398598210595784,-0.9169972655601677,-0.3749138588892036,21,0.3783783783783784,3.7,1.0,1.0,1.0515656976027536,1.6822732555453725,-0.3749138588892036,0.05869413720260383,0.04676902428570397
2022-10-07,0.18085380966108677,0.9443951996005375,0.3211406175269338,2.2605148951495124,-0.3749138588892036,29,0.4857142857142857,2.6923076923076925,1.0,1.0,1.24174536012313,1.6822732555453725,-0.26186464890296834,0.06350270794533841,0.10165970131931781
2023-01-09,-0.08010297331821348,-0.283927722504034,0.24923210486286324,-1.2367911905081477,-0.3749138588892036,30,0.5263157894736842,3.1666666666666665,1.0,1.0,1.1422778646731717,1.6822732555453725,-0.32099148523712395,0.06404285773397776,0.07321914790802306
2023-04-11,-0.044017424092072543,-0.16478188154636741,0.17710827826185574,-0.9455705928960706,-0.3749138588892036,22,0.43902439024390244,5.125,1.0,1.0,1.0919977354728656,1.6822732555453725,-0.35087969099356975,0.06375915958559934,0.05826663566024623
2023-07-12,0.03466649362400753,0.1460446574411458,0.15661833899404365,0.961962800704616,-0.3749138588892036,21,0.6428571428571429,3.8181818181818183,1.0,1.0,1.1298534680070664,1.6822732555453725,-0.3283769659401845,0.06326697399743107,0.0683124679173793
2023-10-10,-0.07359517337724841,-0.26344829978040885,0.1758896079431349,-1.6782823065294377,-0.37780517957597026,17,0.45,5.714285714285714,1.0,1.0,1.046701706138201,1.6822732555453725,-0.37780517957597026,0.06356867869249988,0.04441680222735788
2024-01-10,0.03233628937510291,0.13575531242027883,0.11702555227844265,1.163068420194409,-0.37780517957597026,27,0.5483870967741935,2.3846153846153846,1.0,1.0,1.0805481553972998,1.6822732555453725,-0.3576857078150486,0.0630848622769243,0.05358436336428966
2024-04-11,0.07679981362752386,0.34443523778362994,0.11565433344728285,2.658556171474549,-0.37780517957597026,11,0.625,5.333333333333333,1.0,1.0,1.1635340523473772,1.6822732555453725,-0.30835608988494945,0.06328059487599713,0.07490418924656908
2024-07-12,0.045046354221743856,0.1927302061745313,0.14816408892534852,1.2820631102731177,-0.37780517957597026,17,0.6060606060606061,4.125,1.0,1.0,1.2159470194184783,1.6822732555453725,-0.27720005331459485,0.06292706696639021,0.08697091817010072
2024-10-10,-0.08134645012850594,-0.2877917004370263,0.15142130969803222,-2.2010033056519975,-0.37780517957597026,20,0.4634146341463415,5.125,1.0,0.9841269841269841,1.1170340458444477,1.6822732555453725,-0.3359972631305258,0.0634225422523629,0.06184678913066499
2025-01-13,-0.1533088415049223,-0.48607458075432997,0.3650214366247435,-1.6732029947413931,-0.43779475347608277,7,0.46808510638297873,11.75,1.0,0.9841269841269841,0.9457828503544791,1.6822732555453725,-0.43779475347608277,0.06621407549304145,0.017579892805964684
