series,adf_p,kpss_p,is_stationary
RSI,2.8696813614192546e-23,0.1,True
MACD_1,1.5710951164834534e-15,0.01568495746988342,False
MACD_2,1.2058233472931657e-10,0.015297635477744886,False
BollingerBands,9.47656740018161e-30,0.1,True
Volatility,8.354248687187862e-08,0.01,False
