series,adf_p,kpss_p,is_stationary
RSI,1.410020302571677e-24,0.1,True
MACD_1,5.261950138602429e-27,0.1,True
MACD_2,9.714745078734833e-24,0.1,True
BollingerBands,9.318352728525942e-30,0.1,True
Volatility,1.594292712166289e-09,0.0994762054701231,True
