series,adf_p,kpss_p,is_stationary
RSI,1.410020302571677e-24,0.1,True
MACD_1,6.47372495070334e-13,0.0395135138198546,False
MACD_2,6.956377205345336e-13,0.03727366880012288,False
BollingerBands,9.318352728525942e-30,0.1,True
Volatility,1.594292712166289e-09,0.0994762054701231,True
