series,adf_p,kpss_p,is_stationary
RSI,5.405128747594399e-24,0.08242491665438886,False
MACD_1,1.4690170459697976e-19,0.1,True
MACD_2,2.873503651701347e-18,0.1,True
BollingerBands,8.578935417113954e-29,0.08528323279701024,False
Volatility,9.779362961305344e-10,0.1,True
