window_start,total_return,cagr,volatility,sharpe,max_drawdown,total_trades,hit_rate,avg_holding_period
2011-01-03,-0.05506139690828282,-0.20271358269969075,0.1365463372904909,-1.5913967707979613,-0.08478909024948167,20,0.4166666666666667,5.142857142857143
2011-04-04,-0.012738691210789077,-0.04998936163408052,0.12290974874513141,-0.3566469905013933,-0.07291624205172853,19,0.4864864864864865,5.285714285714286
2011-07-05,-0.15277228954895594,-0.4847706346308477,0.42651776620846654,-1.3409715340879045,-0.22028274231104827,21,0.4444444444444444,3.6
2011-10-03,0.02571491379967883,0.10689564985520406,0.2777001584605941,0.5024340225100927,-0.15623279435146475,17,0.5757575757575758,4.125
2012-01-03,-0.021511299528138905,-0.08330838415503683,0.1125769224205248,-0.7168309349784585,-0.08481814164832135,27,0.5789473684210527,3.4545454545454546
2012-04-03,0.05120054701598331,0.22107492451352284,0.17116511315402677,1.2517562109818494,-0.09968434965295969,20,0.5853658536585366,5.857142857142857
2012-07-03,-0.0007102777557363993,-0.0028380854890741603,0.10196314365580167,0.022335663551174008,-0.06068915083804771,19,0.4864864864864865,4.111111111111111
2012-10-02,0.0020821898618834656,0.008354808663514568,0.11422753354644966,0.12878278251833983,-0.054296633509478665,16,0.53125,4.0
2013-01-04,0.0168075554778786,0.06894425737018861,0.0983986165771874,0.7262694729996984,-0.029263224262123355,23,0.5428571428571428,3.1818181818181817
2013-04-08,0.021888415095295377,0.09047045340932747,0.14459466589917047,0.6702374786721257,-0.08483167484500853,15,0.5111111111111111,5.625
2013-07-08,0.01766131564351392,0.0725389281075488,0.08962602591392983,0.8257158281739628,-0.03257105029661067,18,0.6333333333333333,3.3333333333333335
2013-10-04,0.05051045238042118,0.21787162392142645,0.09645137126992555,2.0915410695037626,-0.02369096243577462,23,0.5277777777777778,3.272727272727273
2014-01-06,0.011430287453060073,0.046511049245095304,0.10417105504777788,0.4878047842990486,-0.04750036757165854,26,0.5277777777777778,3.272727272727273
2014-04-07,0.02191236292217358,0.09057267715604622,0.07405445725475003,1.2074339770118419,-0.031806484106434496,19,0.5862068965517241,2.9
2014-07-08,0.029245830198016076,0.12221602187405955,0.07250265952274297,1.6262939541934107,-0.025864543304026988,27,0.5555555555555556,3.0
2014-10-06,0.018918940614364832,0.07785053479923798,0.1017437630822093,0.7867384437587832,-0.04696519051556025,20,0.4666666666666667,3.0
2015-01-06,0.07623945925998599,0.34163890631422844,0.08239796646749052,3.6091304792505396,-0.024481526505827134,25,0.6521739130434783,1.7692307692307692
2015-04-08,-0.03060376601420145,-0.11690929667488881,0.09450250893498544,-1.2686516696743029,-0.04396164843803785,27,0.5,2.6
2015-07-08,-0.04005418635677227,-0.15084518624699472,0.19808024461984886,-0.7271656156761915,-0.0992548213751775,10,0.5666666666666667,6.0
2015-10-06,0.00858265215938192,0.03477511443062098,0.1495423414997443,0.30234820108882426,-0.04246762249678837,25,0.6052631578947368,3.1666666666666665
2016-01-06,0.07159644923492459,0.3186364109587252,0.16898743541460493,1.7202611809418182,-0.0641275002981958,20,0.6060606060606061,3.6666666666666665
2016-04-07,0.017507431307732135,0.07189034490702562,0.12462523261992543,0.6184465575495615,-0.039759430065993584,17,0.5357142857142857,3.5
2016-07-07,-0.019773661399824838,-0.0767794324325175,0.09262490446310588,-0.8167024234557694,-0.04100338213666377,13,0.5217391304347826,7.666666666666667
2016-10-05,-0.11856244801330518,-0.3963764217842001,0.14391990730983734,-3.4319358617649827,-0.13466196692392374,16,0.32142857142857145,3.5
2017-01-05,-0.06434574565514617,-0.2335892520746048,0.1149548458579571,-2.256173425682726,-0.07909298434502132,23,0.3611111111111111,5.142857142857143
2017-04-06,0.009505360218241998,0.038566995582092645,0.0771509597694864,0.5285014523602182,-0.03542187044379075,23,0.5454545454545454,3.3
2017-07-07,0.025992469564062093,0.10809422847808547,0.07795789966850361,1.355237140944442,-0.03667952761416671,15,0.6,2.5
2017-10-05,-0.025546023186588607,-0.09833475632407263,0.06550039958465949,-1.5477316693974412,-0.035851972342416105,24,0.45454545454545453,2.4444444444444446
2018-01-05,0.05442793348297292,0.23613985863291664,0.21621541747041706,1.0871806785935851,-0.06775819868971888,17,0.5952380952380952,6.0
2018-04-09,0.06329539006734541,0.2782497720892727,0.11778702519735766,2.142738787231863,-0.05390324810348046,19,0.5526315789473685,4.222222222222222
2018-07-09,0.008675238639004323,0.035155130398412116,0.07247176190874804,0.5124247154458053,-0.04156697413770616,25,0.5714285714285714,2.1538461538461537
2018-10-05,0.044849131416072385,0.19183008527707268,0.22508209993818154,0.8897445190352853,-0.15234267113798738,17,0.47619047619047616,6.0
2019-01-08,0.11153408701671674,0.5264800837932389,0.09342613597268118,4.576693026605297,-0.019147535316119346,15,0.6829268292682927,5.857142857142857
2019-04-09,0.018981196231769415,0.07811398421794258,0.10647088330476717,0.7587578248613556,-0.04370637234891539,19,0.5384615384615384,4.333333333333333
2019-07-10,0.02268569880623783,0.09387760561875758,0.16025998676861525,0.6393215035699261,-0.04825157639832467,17,0.5789473684210527,4.75
2019-10-08,-0.027647582412122174,-0.1060879464896557,0.0683224232349859,-1.6074416687404722,-0.05785180961489478,17,0.4594594594594595,6.166666666666667
2020-01-08,-0.27313769700027524,-0.7208686711423142,0.7124459013230039,-1.4332591014953218,-0.4108635061115392,9,0.42857142857142855,8.75
2020-04-08,-0.10493791536507457,-0.35818089263483477,0.2641204261200178,-1.546490226801219,-0.18091721383434967,20,0.45161290322580644,3.1
