window_start,total_return,cagr,volatility,sharpe,max_drawdown,total_trades,hit_rate,avg_holding_period
2011-01-03,0.059787317961869535,0.261464034065078,0.0845878835485164,2.788743465897524,-0.03209204661493614,24,0.6551724137931034,2.6363636363636362
2011-04-04,-0.05735997769514134,-0.21044297896666686,0.0949666490860938,-2.44005865204571,-0.07772206527877645,10,0.5,8.8
2011-07-05,-0.030367222920074433,-0.11604704667137533,0.25586042615358623,-0.35534681317635913,-0.13607022723592044,16,0.5161290322580645,4.428571428571429
2011-10-03,-0.021251733303120357,-0.08233530443253356,0.13888184983530497,-0.5504423155069195,-0.08240455997308327,21,0.4411764705882353,3.4
2012-01-03,0.036660574673755386,0.1549051783547557,0.06964662401176386,2.102558496407483,-0.01621603724671783,33,0.5128205128205128,3.25
2012-04-03,0.015800313543218758,0.06471499413362958,0.08408080673563682,0.7872085472096573,-0.04213239800636526,16,0.5555555555555556,3.857142857142857
2012-07-03,-0.014887239022626009,-0.0582323254847299,0.09042439570303984,-0.6190518764648867,-0.04106835652768759,22,0.5,4.666666666666667
2012-10-02,0.010572543392234124,0.042965585245607896,0.08426123386837955,0.5407852716496159,-0.044159884456266396,20,0.5263157894736842,3.8
2013-01-04,-0.0285369073516053,-0.10935379244707166,0.07834501869561969,-1.4392308494137969,-0.05107860432664024,17,0.45454545454545453,6.285714285714286
2013-04-08,0.04007160480864003,0.1701807759611842,0.10988036272265339,1.484708040212012,-0.03239827510439319,13,0.5405405405405406,6.166666666666667
2013-07-08,0.037930914846397545,0.1605765482735544,0.0499859585421821,3.0046159645115242,-0.017240770187499033,12,0.7083333333333334,4.8
2013-10-04,0.027394520130199274,0.1141636360466598,0.08204214878210375,1.3580527177396768,-0.029012588713484777,19,0.5454545454545454,3.3
2014-01-06,0.05652356109787782,0.2459962810468448,0.10962818800951793,2.0609949773143303,-0.029084575422085868,15,0.5789473684210527,4.75
2014-04-07,-0.061458668603995736,-0.22408595859119262,0.10668296364013877,-2.323826140467287,-0.06848408976753484,17,0.5142857142857142,5.0
2014-07-08,-0.012858111495134827,-0.050448935838193765,0.09876189596892744,-0.4755079709401976,-0.07448114590460342,21,0.44680851063829785,4.7
2014-10-06,-0.0740443146864933,-0.26487564680244613,0.1290533297731585,-2.319098758124801,-0.07594275063705169,23,0.4523809523809524,6.0
2015-01-06,0.04942525939016096,0.21284709792044443,0.10846504186593282,1.8329780623690304,-0.029187360276376362,21,0.6470588235294118,3.4
2015-04-08,0.08491432566207768,0.3854210288674318,0.09438489839276364,3.5024215104234773,-0.01661120571164476,23,0.6,2.5
2015-07-08,0.0010698974908656123,0.004286462947382219,0.2216370890656044,0.12874165552921862,-0.10049249234896585,7,0.5625,8.0
2015-10-06,0.10096412821142331,0.4692397710254472,0.12764600414125338,3.07915306488123,-0.026325868145511633,21,0.696969696969697,3.6666666666666665
2016-01-06,0.05932807856359679,0.2592789256748629,0.1301682051483385,1.836038558164768,-0.03532917246357348,13,0.625,3.4285714285714284
2016-04-07,0.03395543715961313,0.14289750689257508,0.11801942129720913,1.1902850724036176,-0.04669746257617713,12,0.5882352941176471,5.666666666666667
2016-07-07,-0.0008497258585071776,-0.003394573683423663,0.07556606059421653,-0.007765925406042095,-0.026292653429961454,13,0.525,5.714285714285714
2016-10-05,-0.014482510737602539,-0.05668369068243795,0.11804266843524311,-0.4367627054428893,-0.06418569123886342,11,0.46875,5.333333333333333
2017-01-05,-0.018607684717872552,-0.07237891474233016,0.07574115224167566,-0.954572128970987,-0.049734218730814295,16,0.5681818181818182,6.285714285714286
2017-04-06,-0.03769686313427878,-0.1424733892388068,0.06328882454035044,-2.396624652213998,-0.05928757431996645,26,0.5172413793103449,2.4166666666666665
2017-07-07,-0.003027574837331848,-0.01205541301447377,0.06312960782686688,-0.16101090584085245,-0.029891468321614267,20,0.5483870967741935,3.4444444444444446
2017-10-05,-0.019560646922104352,-0.07597666493658262,0.07353645041125123,-1.0382223360654812,-0.046380098803913916,30,0.4411764705882353,2.8333333333333335
2018-01-05,0.0020628810206757553,0.008277092083625037,0.16471005157217644,0.1314926023658585,-0.05241030119367729,18,0.55,5.0
2018-04-09,-0.026855199802119478,-0.10317054060709818,0.09094358822042754,-1.1522665916371664,-0.05196927103066751,28,0.5161290322580645,2.8181818181818183
2018-07-09,-0.02020211984788156,-0.07839253895977605,0.0722719265962669,-1.0938092522126504,-0.04256773398434022,15,0.47619047619047616,7.0
2018-10-05,0.01751744097835317,0.07193252416700213,0.196531290949059,0.44951134905872037,-0.10011228047477305,21,0.4827586206896552,4.142857142857143
2019-01-08,0.05895481569484673,0.257504994831361,0.08536380306182283,2.727368692769876,-0.021523023420491172,29,0.6052631578947368,3.8
2019-04-09,0.04517599704809294,0.19332217107791316,0.08690615068776003,2.0771485522690116,-0.03258992236162728,22,0.631578947368421,3.8
2019-07-10,0.025560373330090425,0.10622871398192646,0.12198676662165345,0.8880859037176984,-0.03235530150364696,15,0.6216216216216216,5.285714285714286
2019-10-08,-0.059580188847485505,-0.21785535165514702,0.086270543006587,-2.8041491658714803,-0.07414899990612955,20,0.4897959183673469,12.25
2020-01-08,-0.06776287960553484,-0.24472420309888543,0.5000054742093885,-0.31461747983119703,-0.2542850199853317,10,0.36363636363636365,6.6
2020-04-08,0.0529614332255155,0.2292772898340203,0.1426282628530474,1.5184084390449302,-0.05237877831814319,24,0.625,3.2
2020-07-09,-7.243031424242208e-05,-0.0002896897815870547,0.12431589724769099,0.05879586129595615,-0.07048829633247056,20,0.47058823529411764,4.25
